,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
1246,"какой гарантийный период у водопроводной системы, которая зашита внутри стен?",4208679,5,0,1,0,0,0,0
1247,спасибо за оперативность!),4208649,5,1,0,0,0,1,0
1248,протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.,4208580,5,0,1,0,0,0,0
1249,быстро и результативно. спасибо,4208540,5,1,0,0,0,1,1
1250,по существу. оперативно. молодцы,4208432,5,1,0,0,0,1,1
1251,большое спасибо! какие вы молодцы!,4208370,5,1,0,0,0,0,1
1252,огромное спасибо за помощь 🙏,4208330,5,1,0,0,0,0,1
1253,"больше спасибо! всё сделали быстро , оперативно.",4208316,5,1,0,0,0,1,1
1254,"батареи были холодные,в течение часа решили вопрос",4208301,5,1,0,0,0,0,0
1255,у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г,4208267,5,0,1,0,0,0,0
1256,спасибо менеджеру алине за помощь в решении заявки,4208199,5,1,0,1,0,1,0
1257,спасибо. оперативно,4208089,5,1,0,0,0,1,0
1258,"спасибо, все выполнено быстро",4208073,5,1,0,0,0,1,0
1259,"отлично,спасибо!!!",4207921,5,1,0,0,0,0,0
1260,"отлично, молодцы!",4207851,5,1,0,0,0,0,1
1261,"мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.",4207819,5,0,1,0,0,0,0
1262,все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,4207809,5,1,0,0,1,0,1
1263,оперативно устранили дефект!,4207774,5,1,0,0,0,1,1
1264,"проблема не решена.! укажите эл. почту, я вам скину чек об оплате за декабрь.",4207439,5,0,1,0,0,0,0
1265,нет ответа,4207370,5,0,1,0,0,0,0
1266,"спасибо, очень оперативно",4207285,5,1,0,0,0,1,0
1267,"подскажите пожалуйста куда скинуть акт о выполнении поверки,чтоб в приложении отображалась информация,что поверка проведена?",4207229,5,0,1,0,0,0,0
1268,"спасибо) интересно, а что с лифтами после этого?",4207205,5,1,0,0,0,0,0
1269,отличный представитель. все рассказал и подсказал👍🏼,4207142,5,1,0,0,1,0,1
1270,"включили лифт быстро, но как надоело это наблюдать почти каждый день!",4207006,5,1,0,0,0,1,0
1271,"все отлично, спасибо большое 👍",4206882,5,1,0,0,0,0,1
1272,"спасибо, все забрал!",4206862,5,1,0,0,0,0,0
1273,"лифт работает,я довольна",4206420,5,1,0,0,0,0,1
1274,"быстро перезвонили, вопрос решили",4206375,5,1,0,0,0,1,0
1275,"по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за  вашу работу",4206278,5,1,0,0,0,0,0
1276,"спасибо, все починили!",4206272,5,1,0,0,0,0,0
1277,"спасибо, все сделали, очень благодарны за оперативность!",4206264,5,1,0,0,0,1,0
1278,великолепно! электрик пришел быстро. все сделал.,4206233,5,1,0,0,0,1,1
1279,"4,5 из 5.. сама ходила перекрывала воду у соседей.. иначе бы уже накапало прилично мне.. и пыталась до них достучаться.. но в итоге открыли только сантехнику после звонка от ук",4205971,5,1,0,0,0,0,0
1280,"спасибо за оперативность, ключи получила.",4205925,5,1,0,0,0,1,0
1281,очень оперативно!,4205844,5,1,0,0,0,1,0
1282,"молодцы, оперативно всë починили.",4205767,5,1,0,0,0,1,1
1283,спасибо за организованность,4205755,5,1,0,0,0,0,1
1284,"очень быстро и оперативно , спасибо",4205747,5,1,0,0,0,1,0
1285,"всё быстро, качественно, вежливо",4205686,5,1,0,1,1,1,1
1286,мастер пришел очень оперативно. спасибо!,4205657,5,1,0,0,0,1,0
1287,"в приложении по-прежнему другой человек,  тоже сергей александров, но не тот",4205652,5,0,1,0,0,0,0
1288,"спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо",4205610,5,1,0,1,1,1,1
